pgpid,url,iiif_urls,fragment_urls,shelfmark,multifragment,side,region,type,tags,description,scholarship_records,shelfmarks_historic,languages_primary,languages_secondary,language_note,doc_date_original,doc_date_calendar,doc_date_standard,inferred_date_display,inferred_date_standard,inferred_date_rationale,inferred_date_notes,initial_entry,last_modified,input_by,library,collection,has_transcription,has_translation,notes,needs_review,status,url_admin
525,https://geniza.princeton.edu/documents/525/,https://princetongenizalab.github.io/iiif/bodleian/c/ms-heb-c-13-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_25#MS_Heb_c_13-part9,Bodl. MS heb. c 13/12,,,,Legal document,"Tiberias, sale",Legal document. Copy (nuskha) in Hebrew script of an Arabic-script acknowledgement regarding a sale of a store in Tiberias. Dated: middle decade of Shawwāl 425 AH = August/September 1034 CE.,"Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 2.","Bodl. MS Heb. c 13 (Cat. 2807), fol. 12; Bodl. MS Heb. c 13, f. 12",Judaeo-Arabic,,,Shawwāl 425,Hijrī,1034-08-29/1034-09-07,,,,,1988-01-13 05:00:00+00:00,2023-03-19 18:39:23.257923+00:00,Alan Elbaum ; Catherine Beaumont,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/525/change/
535,https://geniza.princeton.edu/documents/535/,https://princetongenizalab.github.io/iiif/bodleian/c/ms-heb-c-28-14.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_36#MS_Heb_c_28-part14,Bodl. MS heb. c 28/14,,recto,,Legal document,"polygyny, engagement","Engagement (shiddukhin) contract for a second wife. Location: Fustat. Dating: ca. 1165–66 CE, as the reshut clause invokes the Gaʾon Netanʾel ha-Levi (1160–66) and the document is written in the hand of the court scribe Shemuel b. Seʿadya ha-Levi (active 1165–1203). Manṣūr b. Makārim of Bilbays, already the husband of a woman named ʿAmāʾim, came before the court (probably in Fustat or Cairo) together with Abū Naṣr b. Abū Saʿīd, the half-brother (shared mother) of a woman named Maʿālī. Together the two men agree on the conditions for Manṣūr's marriage to Maʿālī. (1) Maʿālī will have her own apartment, not shared with ʿAmāʾim. (2) Manṣūr will not take a third wife. (3) Maʿālī will live with Manṣūr's daughter Milāḥ, likely the daughter of ʿAmāʾim (Goitein speculated that ʿAmāʾim must have suffered from a physical or mental illness preventing her from taking care of her own daughter). (4) Marriage payments: 2 + 15 = 17 dinars. (Information from M. A. Friedman's edition.)","Mordechai Akiva Friedman, Jewish Polygyny‎ (in Hebrew) (1986). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. c 28 (Cat. 2876), f. 14; Bodl. MS Heb. c 28, fol. 14",Judaeo-Arabic,,,,,1165/1166,,,,,1988-04-13 04:00:00+00:00,2022-06-15 18:41:20.594131+00:00,Alan Elbaum ; Nomi Heger,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/535/change/
543,https://geniza.princeton.edu/documents/543/,https://princetongenizalab.github.io/iiif/bodleian/c/ms-heb-c-28-36.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_36#MS_Heb_c_28-part36,Bodl. MS heb. c 28/36,,,,Letter,"Jerusalem, Ramla","Letter from Eli Ha-Kohen B. Ezekiel, Jerusalem, to two persons in Ramla.","Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. c 28 (Cat. 2876), fol. 36; Bodl. MS Heb. c 28, f. 36",Judaeo-Arabic,,,,,,,,,,1987-11-05 05:00:00+00:00,2022-01-23 23:07:07.073456+00:00,Catherine Beaumont ; Gillian Rosenberg,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/543/change/
550,https://geniza.princeton.edu/documents/550/,https://princetongenizalab.github.io/iiif/bodleian/c/ms-heb-c-28-67.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_36#MS_Heb_c_28-part66,Bodl. MS heb. c 28/67,,,,Letter,"communal, geonim, Shelomo b. Yehuda",Letter from Shelomo b. Yehuda to Avraham Ha-Kohen b. Yiṣḥaq b. Furat. Ca. 1030,"Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 2. ; S. D. Goitein, index cards.","Bodl. MS Heb. c 28 (Cat. 2876), f. 67; Bodl. MS Heb. c 28, fol. 67",Judaeo-Arabic,,,,,,,,,,1988-02-26 05:00:00+00:00,2022-01-23 23:09:28.335189+00:00,Catherine Beaumont ; Gillian Rosenberg,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/550/change/
558,https://geniza.princeton.edu/documents/558/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-47-62.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_72#MS_Heb_d_47-part25,Bodl. MS heb. d 47/62,,,,Letter,"Ibn Awkal, merchant",Letter from Efrayim b. Ismaʿil al-Jawharī to Yosef b. 'Awkal.,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2. ; S. D. Goitein, ""Jewish Trade in the Mediterranean at the Beginning of the Eleventh Century‎"" (in Hebrew), Tarbiz‎ 36, no. 4 (1967). ; S. D. Goitein, index cards.","Bodl. MS Heb. d 47 (Cat. 2669), fol. 62; Bodl. MS Heb. d 47, f. 62",Judaeo-Arabic,,,,,,,,,,1987-03-18 05:00:00+00:00,2023-12-08 22:15:50.787813+00:00,Dan Sachs ; Geniza Lab team ; Marina Rustow ; Tali Shemma,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/558/change/
565,https://geniza.princeton.edu/documents/565/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-119.json ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00404,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part116 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00404/1,Bodl. MS heb. d 66/119 + T-S NS J404,,recto and verso ; verso,,Legal document,"teacher, Guide for the Perplexed, sale, medical books, book trade","Records of book sales, in the hand of Shelomo b. Eliyyahu. Dated: Monday, 16 Tammuz 1540 Seleucid = 9 July 1229 CE. ""To increase their meager income teachers got involved in book selling. In this sales contract the teacher Shelomo b. Eliyyahu the judge (dayyan) sells books."" Shelomo served as the broker in two of the sales and the buyer in one of them. The seller is a certain Abū l-Bayān in all three sales. 

(1) Abū l-Bayān sold The Small Art [of Medicine, by Galen] to Faḍl Allāh b. Abī l-Faraj the teacher. The price was 11 dirhams, of which Shelomo got 1 dirham as commission. 

(2) Abū l-Bayān sold Shelomo a copy of Bava Qamma for 7 dirhams. 

(3) Abū l-Bayān sold a copy of the Guide [for the Perplexed] to al-Mawlā al-Raṣuy for 32 dirhams, of which Shelomo got 2 dirhams as commission. The last sale is dated: Monday, 17 Tammuz 1540 Seleucid, which is 1229 CE. The first two sales happened earlier in Tammuz.","Nehemia Allony, The Jewish Library in the Middle Ages: Book Lists from the Cairo Geniza‎ (in Hebrew) (2006). ; S. D. Goitein, ""Communal servants and physicians as booksellers‎"" (in Hebrew), Kiryat Sefer‎ 44 (1969). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 119; Bodl. MS Heb. d 66, fol. 119",Judaeo-Arabic,,,"Monday, 16 Tammuz 1540",Seleucid,1229-07-09,,,,,1989-06-06 04:00:00+00:00,2023-04-13 19:54:52.969147+00:00,Alan Elbaum ; Matthew Dudley ; Nurit Tsafrir ; Sarah Nisenson,Bodl. ; CUL,"Bodl. ; CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/565/change/
566,https://geniza.princeton.edu/documents/566/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part12,Bodl. MS heb. d 66/12,,,,Letter,Ramla,Letter from Avraham ha-Ḥaver b. Amram from Jerusalem to an Andalusian merchant staying in Ramla. Ca. 1050.,"Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 12; Bodl. MS Heb. d 66, fol. 12",Judaeo-Arabic,,,,,,,,,,1987-11-06 05:00:00+00:00,2022-01-23 23:57:58.953482+00:00,Gillian Rosenberg ; Nomi Heger,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/566/change/
567,https://geniza.princeton.edu/documents/567/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-123.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part120,Bodl. MS heb. d 66/123,,,,Letter,"Nahray B. Nissim, merchant","Letter from Salmān b. Dawud al-Barqi, probably from Tripoli, Libya, to Nahray b. Nissim, Fustat. Mentions beads and ships, but most of the letter is not clear. Around mid-eleventh century. (Information from Gil, Kingdom, vol. 4, pp. 517-519, #769). VMR","Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein, unpublished editions (Nahray‎ b. Nissim archive). ; S. D. Goitein, unpublished editions (Nahray‎ b. Nissim archive). Transcribed from S. D. Goitein's typescript. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 123; Bodl. MS Heb. d 66, fol. 123",Judaeo-Arabic,,,,,,,,,,1988-09-21 04:00:00+00:00,2022-06-25 21:09:28.427751+00:00,Catherine Beaumont ; Dan Sachs,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/567/change/
569,https://geniza.princeton.edu/documents/569/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-21.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part21,Bodl. MS heb. d 66/21,,,,Letter,"India, IB7, family, Aden",Letter from a mother in Aden to her son in Egypt.,"S. D. Goitein, India Book 7‎ (in Hebrew). ; S. D. Goitein, The Yemenites – History, Communal Organization, Spiritual Life‎ (in Hebrew) (1983). ; S. D. Goitein, index cards.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 21; Bodl. MS Heb. d 66, f. 21",Judaeo-Arabic,,,,,,,,,,1988-04-22 04:00:00+00:00,2022-06-26 00:45:29.023884+00:00,Catherine Beaumont ; Dan Sachs ; Marina Rustow,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/569/change/
570,https://geniza.princeton.edu/documents/570/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-27.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part27,Bodl. MS heb. d 66/27,,,,Letter,,"Letter from Musa b. Abu'l-Hayy to Evyatar ha-Kohen Gaon, ca. December 1094.","Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 3. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 27; Bodl. MS Heb. d 66, fol. 27",Judaeo-Arabic,,,,,,,,,,1987-10-25 04:00:00+00:00,2022-01-24 00:00:42.448516+00:00,Gillian Rosenberg ; Sumaiya Hamdani,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/570/change/
573,https://geniza.princeton.edu/documents/573/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-34.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part34,Bodl. MS heb. d 66/34,,,,Letter,"captives, Women's letters","Petition from Dalāl bt. Masʿūd/Seʿadya (Umm Ibrāhīm), in Bilbays, to the dignitary Abū l-Barakāt Yehuda b. Elʿazar ha-Kohen (titled ""ha-Sar"" and ""Sofer ha-Malkhut,"" i.e., a government secretary/kātib). When the Frankish king Amalric captured the city of Bilbays in eastern Egypt in November 1168, he took many captives, including Jews. Some participated in finding the means to redeem themselves. This petitioner was one of them, a widow who paid the ransom fees or part of them in installments, one dinar at a time. Abū l-Barakāt had previously helped her and suggested that she leave a dinar with him until she needed it, since ransom fees weren't always paid promptly. When the time came to pay̦, the son of the widow's mother, who was a guarantor on her behalf, had been detained by the police or put under house arrest, so Dalāl asks the minister to do the favor he had promised. (Information from Goitein, Palestinian Jewry, 319–20)","S. D. Goitein, Palestinian Jewry in Early Islamic and Crusader Times‎ (in Hebrew) (1980). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 34; Bodl. MS Heb. d 66, f. 34",Judaeo-Arabic,,,,,,,,,,1988-05-10 04:00:00+00:00,2023-03-14 23:39:56.245241+00:00,Alan Elbaum ; Catherine Beaumont ; Gillian Rosenberg ; Marina Rustow,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/573/change/
575,https://geniza.princeton.edu/documents/575/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-41.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part41,Bodl. MS heb. d 66/41,,,,Letter,"Nahray B. Nissim, trade",Letter from Nahray b. Nissim to Ayyash b. Sadaqa in Busir. Probably ca. 1050.,"M. Mikhael, ""The Archives of Nahray b. Nissim a trader and social figure in Egypt in the 11th century‎"" (in Hebrew) (1967), 2. ; Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 41; Bodl. MS Heb. d 66, fol. 41",Judaeo-Arabic,,,,,,,,,,1987-10-12 04:00:00+00:00,2022-06-26 00:46:36.566409+00:00,Dan Sachs ; Jake Brzowsky ; Sumaiya Hamdani ; Tali Shemma,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/575/change/
578,https://geniza.princeton.edu/documents/578/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part5,Bodl. MS heb. d 66/5,,,,Letter,"illness letter 969-1517, illness: eye, Byzantine merchants, brazilwood, ambergris, Illness","Letter from Yehuda b. Moshe ibn Sighmār, in Alexandria, to ʿEli ha-Kohen b. Yaḥyā (aka Ḥayyim) the parnas, in Fustat. Yehuda explains the problems he has been having collecting monies owed him by a 'partner,' Abū Isḥāq Avraham b. Faraj al-Raḥbī, having to do with the sale of a valuable piece of ambergris. He has heard that Abū Isḥāq is now in Fustat, but he cannot come in person due to an eye disease (recto, margin, ll. 1–2). He requests that ʿEli represent him in litigation against that person. He has enclosed a power of attorney with his letter.  Ed. Cohen, Journal of the Economic and Social History of the Orient, 56 (2013), pp. 218–63. Also published by Moshe Gil, Kingdom, IV, #622 (pp. 58–66). See also the power of attorney dated 1085 CE, Bodl. MS heb. c 28/11, published in both publications. See also Goitein's note card #27115. ASE.","Mark Cohen, ""A Partnership Gone Bad: Business Relationships and the Evolving Law of the Cairo Geniza Period,"" Journal of the Economic and Social History of the Orient 56, no. 2 (2013). ; Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 5; Bodl. MS Heb. d 66, f. 5",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-07-12 23:10:09.645533+00:00,Alan Elbaum ; Jake Brzowsky ; Sarah Nisenson,Bodl.,Bodl.,Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/578/change/
580,https://geniza.princeton.edu/documents/580/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-60.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part60,Bodl. MS heb. d 66/60,,,,Letter,"Nahray B. Nissim, illness letter 969-1517, illness: eye, trade, mail-order medicine, Illness, Illness: women's, Illness: treatment","Letter from Yosef b. Yeshuʿa, in Tripoli (Syria), to Nahray b. Nissim. The letter mentions Nahray's pilgrimage to Jerusalem and shipments of emblic myrobalan and frankincense. A certain old woman has gone blind in one eye, and the other eye is in danger, so Yosef asks Nahray to send him tutty (zinc oxide) or whatever else might be beneficial. ","Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 3. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), f. 60; Bodl. MS Heb. d 66, fol. 60",Judaeo-Arabic,,,,,,,,,,1987-02-14 05:00:00+00:00,2021-05-26 20:24:01.757104+00:00,Alan Elbaum ; Jane Hathaway,Bodl.,Bodl.,Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/580/change/
582,https://geniza.princeton.edu/documents/582/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-70.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part69,Bodl. MS heb. d 66/70,,,,Legal document,register,"Court ledger. Containing multiple legal records/testimonies. Location: Probably Alexandria, since Goitein identifies the handwriting as belonging to the teacher Yehuda b. Aharon Ibn al-ʿAmmānī. One of the entries is dated: Thursday, 6 Adar [4800 +] 196 = 4996 AM = 14 February 1236 CE. (Ashtor believed this document to be from Cairo and the date to be [5]196 AM= 1436 CE.) (Information mainly from Goitein's index card.)","Eliyahu Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3. ; S. D. Goitein, index cards.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 70; Bodl. MS Heb. d 66, f. 70",Judaeo-Arabic,,,"Thursday, 6 Adar 4996",Anno Mundi,1236-02-14,,,,,1990-01-03 05:00:00+00:00,2023-03-20 22:01:31.443017+00:00,Alan Elbaum ; Zafrira Friedmann,Bodl.,Bodl.,Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/582/change/
